区域,名称,景点id,类型,级别,热度,经纬度
浙江·宁波·余姚市,五桂楼,1985504743,文化古迹,,热度 0.,"121.099558,29.9064"
山西·朔州·朔城区,马邑汉墓群,296986328,文化古迹,,热度 0.,"112.515871,39.349778"
山东·临沂·沂水县,沂山东镇庙,4272558351,文化古迹,,热度 0.,"118.62866987609,36.204706331456"
河南·南阳·宛城区,汉议事台,3101063505,文化古迹,,热度 0.,"112.366351,32.526264"
山西·太原·迎泽区,皇庙,379412852,文化古迹,,热度 0.,"112.58635612544,37.873026852602"
陕西·咸阳·渭城区,汉高祖长陵,3654316952,文化古迹,,热度 0.,"108.888745,34.447268"
广东·珠海·香洲区,珠海烈士陵园,3451679823,文化古迹,,热度 0.,"113.584462,22.282112"
湖北·孝感·应城市,凌云塔,2729696767,文化古迹,,热度 0.,"113.586581,30.920224"
北京·北京·门头沟区,珍珠湖,2164937952,文化古迹,,热度 0.,"115.764321,40.094752"
浙江·湖州·南浔区,董氏世德堂,2124121928,文化古迹,,热度 0.,"120.38937499577,30.452032920353"
河北·沧州·南皮县,南皮石金刚,3625764905,文化古迹,,热度 0.,"116.713804,38.041934"
浙江·台州·黄岩区,瑞隆感应塔,1443563765,文化古迹,,热度 0.,"121.28663483919,28.647606718919"
重庆·重庆·忠县,丁房双阙,2448450110,文化古迹,,热度 0.,"108.044182,30.306055"
北京·北京·平谷区,文峰塔,3655827038,文化古迹,,热度 0.,"117.139815,40.113542"
上海·上海·浦东新区,张闻天故居,839073540,文化古迹,,热度 0.,"121.769424,31.137654"
湖北·孝感·云梦县,泅洲寺,238573983,文化古迹,,热度 0.,"113.748322,31.055287"
陕西·西安·曲江旅游度假区,曲江池遗址公园,2383915740,文化古迹,,热度 0.,"108.989987,34.207184"
四川·德阳·什邡市,李冰陵,1216131373,文化古迹,,热度 0.,"104.027688,31.253727"
陕西·榆林·米脂县,李自成行宫,1375957430,文化古迹,,热度 0.,"110.186524,37.765325"
黑龙江·鹤岗·萝北县,太平沟古镇,215568295,文化古迹,,热度 0.,"130.616904,48.13715"
河南·许昌·禹州市,周定王陵,814301198,文化古迹,,热度 0.,"113.580947,34.318987"
贵州·黔东南·榕江县,丰登、宰荡侗寨,441372471,文化古迹,,热度 0.,"108.647292,26.000917"
广西·玉林·三名旅游景区,都峤山森林公园,3944262382,文化古迹,4A景区,热度 1.,"110.654034,22.827285"
河南·南阳·卧龙区,张衡墓,962394624,文化古迹,,热度 0.,"112.611502,33.146858"
云南·红河·弥勒县,弥阳文昌宫,1443645364,文化古迹,,热度 0.,"103.421138,24.416587"
天津·天津·红桥区,文昌阁,4092052947,文化古迹,,热度 0.,"117.157977,39.17353"
浙江·温州·乐清市,碗窑山窑址,780879888,文化古迹,,热度 0.,"121.2432440877,28.151870235083"
江苏·苏州·常熟市,王石谷墓,1159555395,文化古迹,,热度 0.,"120.72240783692,31.658134262302"
浙江·绍兴·诸暨市,枫桥大庙,25691119,文化古迹,,热度 0.,"120.416226,29.80264"
北京·北京·西城区,程砚秋故居,2440880522,文化古迹,,热度 0.,"116.37425,39.933859"
湖北·武汉·武昌区,施洋烈士陵园,801937167,文化古迹,,热度 0.,"114.3428215165,30.538622826271"
云南·红河·弥勒县,弥阳文昌宫,1443645364,文化古迹,,热度 0.,"103.421138,24.416587"
天津·天津·红桥区,文昌阁,4092052947,文化古迹,,热度 0.,"117.157977,39.17353"
浙江·温州·乐清市,碗窑山窑址,780879888,文化古迹,,热度 0.,"121.2432440877,28.151870235083"
江苏·苏州·常熟市,王石谷墓,1159555395,文化古迹,,热度 0.,"120.72240783692,31.658134262302"
浙江·绍兴·诸暨市,枫桥大庙,25691119,文化古迹,,热度 0.,"120.416226,29.80264"
北京·北京·西城区,程砚秋故居,2440880522,文化古迹,,热度 0.,"116.37425,39.933859"
湖北·武汉·武昌区,施洋烈士陵园,801937167,文化古迹,,热度 0.,"114.3428215165,30.538622826271"
上海·上海·长宁区,宋庆龄陵园,391886925,文化古迹,,热度 0.,"121.41859,31.20169"
香港·香港·九龙,李郑屋古墓,1256613477,文化古迹,,热度 0.,"114.171529,22.340458"
广东·潮州·饶平县,古哨大所城,829793798,文化古迹,,热度 0.,"117.119274,23.61741"
陕西·商洛·丹凤县,贾平凹故居,2226867269,文化古迹,,热度 0.,"110.33365461719,33.701530181983"
甘肃·武威·凉州区,天佛寺石窟,2225123678,文化古迹,,热度 0.,"102.730674,37.539919"
浙江·湖州·长兴县,兴隆桥,4132029663,文化古迹,,热度 0.,"120.47656437096,30.857667028772"
吉林·通化·集安市,洞沟古墓群,717066649,文化古迹,,热度 0.,"126.181062,41.116387"
江苏·镇江·润州区,赛珍珠故居,4063561446,文化古迹,,热度 0.,"119.440809,32.208678"
安徽·宣城·广德县,天寿寺大圣塔,3892192096,文化古迹,,热度 0.,"118.803981,30.556056"
湖北·武汉·洪山区,卓刀泉,3201276784,文化古迹,,热度 0.,"114.373643,30.515194"
浙江·温州·瑞安市,东瓯王庙门台,4050028108,文化古迹,,热度 0.,"120.67109856616,28.021845960593"
山西·晋中·榆社县,响堂寺石窟,2734414629,文化古迹,,热度 0.,"112.981815,37.076508"
广东·潮州·湘桥区,昌黎旧治坊,2013215692,文化古迹,,热度 0.,"116.654131,23.673894"
浙江·金华·婺城区,铁店窑遗址,2710469698,文化古迹,,热度 0.,"119.515376,29.001366"
广东·肇庆·端州区,元魁塔,405524777,文化古迹,,热度 0.,"112.50749,23.054602"
台湾·台北,圆山文化遗址,3840230810,文化古迹,,热度 1.,"121.58210704395,24.998906450739"
海南·海口·琼山区,琼台书院,2863741915,文化古迹,,热度 0.,"110.363561,20.004356"
河南·南阳·南召县,福胜寺塔,3744506488,文化古迹,,热度 0.,"112.435555,33.496074"
上海·上海·青浦区,崧泽古文化遗址,1790346309,文化古迹,,热度 0.,"121.170052,31.152344"
山西·临汾·襄汾县,普净寺,1320796049,文化古迹,,热度 0.,"111.269168,35.698686"
山西·运城·稷山县,法王庙,1617537219,文化古迹,,热度 0.,"111.354786,35.342708"
江西·赣州·章贡区,慈云塔,2950323497,文化古迹,,热度 0.,"114.956014,25.861434"
山西·忻州·宁武县,宁武关,3052270090,文化古迹,,热度 0.,"112.31250695596,39.008568255722"
河南·洛阳·孟津县,汉光武帝原陵,1872193960,文化古迹,3A景区,热度 0.,"112.601294,34.848179"
澳门·澳门·澳门半岛,康公庙,4072557759,文化古迹,,热度 0.,"113.54390344169,22.202989174473"
江苏·扬州·广陵区,文昌阁,1295557771,文化古迹,,热度 0.,"119.440129,32.400373"
浙江·温州·瑞安市,许真君殿,405950271,文化古迹,,热度 0.,"120.66197,27.784114"
福建·泉州·南安市,郑成功陵墓,4225171186,文化古迹,,热度 0.,"118.403454,24.725158"
山西·晋城·陵川县,晋城陵川崇安寺,3522798142,文化古迹,,热度 0.,"113.28406829811,35.783347967577"
浙江·温州·苍南县,炎亭,1129783274,文化古迹,,热度 0.,"120.661727,27.451621"
山西·长治·平顺县,大云院,865920724,文化古迹,,热度 0.,"113.451244,36.362709"
湖北·恩施·鹤峰县,恩施满山红烈士陵园,4022480113,文化古迹,,热度 0.,"110.063701,29.887772"
浙江·金华·兰溪市,黄大仙宫,2473619130,文化古迹,,热度 0.,"119.620956,29.199896"
北京·北京·海淀区,团城演武厅,1372400683,文化古迹,,热度 0.,"116.21499275726,39.99102028805"
天津·天津·和平区,小洋楼,3461411264,文化古迹,,热度 0.,"117.662281,39.063085"
广西·梧州·万秀区,元丰监铸钱遗址,284047620,文化古迹,,热度 0.,"111.334476484,23.507778463058"
浙江·绍兴·嵊州市,瞻山庙戏台,3210324515,文化古迹,,热度 0.,"120.70868820269,29.637443543622"
山西·临汾·侯马市,临汾晋国古城遗址,2629337738,文化古迹,,热度 0.,"111.34380882443,35.625111221348"
青海·黄南藏族自治州·尖扎县,德钦寺,1650563632,文化古迹,,热度 0.,"101.97246920079,35.878205066689"
山西·晋中·太谷县,光化寺,1366694821,文化古迹,,热度 0.,"112.517117,37.370619"
重庆·重庆·云阳县,栖霞宫,3631666275,文化古迹,,热度 0.,"108.879535,30.992613"
新疆·阿克苏地区·库车县,龟兹古城,1603982010,文化古迹,,热度 0.,"82.948042,41.729349"
北京·北京·东城区,桂公府,1281509321,文化古迹,,热度 0.,"116.434988,39.926484"
湖南·常德·花岩溪,胜公寨,1579265991,文化古迹,,热度 0.,"111.559356,28.682935"
北京·北京·东城区,通教寺,991152299,文化古迹,,热度 0.,"116.433035,39.950193"
甘肃·张掖·肃南县,藏传教寺院,1538417615,文化古迹,,热度 0.,"100.38965184581,38.512096001705"
台湾·高雄,龙虎塔,2475111564,文化古迹,,热度 0.,"120.29182936084,22.680159108187"
贵州·黔东南·榕江县,苗王庙,2730547318,文化古迹,,热度 0.,"107.98756859512,26.573014891352"
甘肃·甘南·夏河县,德尔隆寺,3206440008,文化古迹,,热度 0.,"102.799041,35.225901"
云南·迪庆·香格里拉县,归化寺,3035669471,文化古迹,,热度 0.,"99.705184,27.822368"
湖北·宜昌·当阳市,关陵,975624828,文化古迹,,热度 0.,"111.780725,30.846786"
天津·天津·西青区,千尊玉佛寺,3161522499,文化古迹,,热度 0.,"116.95897546688,39.096749211891"
福建·泉州·德化县,屈斗宫古瓷窑址,3906236237,文化古迹,,热度 0.,"118.247641,25.497449"
贵州·铜仁·铜仁市,周逸群故居,2420830374,文化古迹,,热度 0.,"109.198639,27.722629"
河北·石家庄·藁城市,台西商代遗址,256284098,文化古迹,,热度 0.,"114.727396,38.048504"
浙江·温州·永嘉县,温州府城,4143981652,文化古迹,,热度 0.,"120.67115028485,28.023068911423"
浙江·绍兴·绍兴县,柯桥古镇,1320098035,文化古迹,,热度 0.,"120.48031004554,30.073717336402"
新疆·阿克苏地区·库车县,克孜尔尕哈石窟,442606945,文化古迹,,热度 0.,"82.910491592028,41.802841451777"
江苏·苏州·吴中区,轩辕宫,3692758490,文化古迹,,热度 0.,"120.628813,31.322485"
浙江·杭州·建德市,玉泉寺,2779255443,文化古迹,,热度 0.,"119.528565,29.561139"
陕西·西安·蓝田县,水陆庵,18468501,文化古迹,3A景区,热度 0.,"109.424169,34.137955"
西藏·山南·乃东县,吉如拉康寺,463875662,文化古迹,,热度 0.,"91.83646,29.368272"
云南·曲靖·翠峰山,翠峰古刹,4235633688,文化古迹,,热度 0.,"103.697771,25.550324"
湖北·荆州·荆州区,明辽简王墓,3458197322,文化古迹,,热度 0.,"112.12324531838,30.457573642864"
湖南·岳阳·岳阳楼区,仙人殿,2514505948,文化古迹,,热度 0.,"113.720784,29.41501"
海南·万宁,湾头伊斯兰教徒墓葬群,898385975,文化古迹,,热度 0.,"109.908058,18.407741"
山西·临汾·侯马市,董氏砖雕墓,2683926531,文化古迹,,热度 0.,"111.37185,35.619106"
山西·长治·长子县,崇庆寺,1872308052,文化古迹,,热度 0.,"112.974479,35.9758"
陕西·汉中·留坝县,汉中拜将台,277414722,文化古迹,3A景区,热度 0.,"107.03780383997,33.070174871878"
天津·天津·蓟县,普照禅师宝塔,3401509262,文化古迹,,热度 0.,"117.275722,40.089049"
甘肃·临夏·临夏市,万寿观,24979941,文化古迹,,热度 0.,"103.198746,35.602223"
重庆·重庆·渝北区,龙兴古镇,3711310683,文化古迹,3A景区,热度 0.,"106.798734,29.700921"
云南·红河·红河县,何其英故居,247888666,文化古迹,,热度 0.,"102.427342,23.374799"
福建·漳州·漳浦县,赵家堡,1571236548,文化古迹,,热度 0.,"117.834433,24.159429"
四川·德阳·绵竹市,三溪寺,3844597301,文化古迹,,热度 0.,"104.067545,31.311818"
广东·广州·番禺,留耕堂,4045133280,文化古迹,,热度 0.,"113.340364,22.910184"
山西·晋城·阳城县,二仙观,4007974874,文化古迹,,热度 0.,"112.158514,35.274108"
浙江·宁波·镇海区,镇海楼,3555811716,文化古迹,,热度 0.,"121.724796,29.959585"
四川·自贡·富顺县,仙市古镇,2799361725,文化古迹,,热度 0.,"104.885624,29.337519"
北京·北京·昌平区,燕长城遗址,2139275770,文化古迹,,热度 0.,"116.07213950119,40.189420063326"
宁夏·固原·西吉县,战国秦长城,3670181309,文化古迹,,热度 0.,"105.726673,35.94"
山西·忻州·忻府区,忠烈祠,3266620044,文化古迹,,热度 0.,"112.70972835981,38.422362808543"
甘肃·张掖·甘州区,镇远楼,282447982,文化古迹,,热度 0.,"100.463731,38.943378"
广东·潮州·潮州古城,涵碧楼,2646079112,文化古迹,,热度 0.,"116.649372,23.67706"
贵州·安顺·云峰景区,云山屯,1053446163,文化古迹,,热度 0.,"106.095374,26.295145"
山东·淄博·博山区,碧霞元君行宫,3740037617,文化古迹,,热度 0.,"117.8426789,36.4825513278"
江苏·南京·玄武区,原国民政府旧址,1136586693,文化古迹,,热度 0.,"118.82788681429,32.04567652658"
浙江·湖州·长兴县,鼎甲桥,3934468582,文化古迹,,热度 0.,"119.92123988686,31.125142809935"
青海·黄南藏族自治州·同仁县,郭麻日寺,3960714490,文化古迹,,热度 0.,"102.049314,35.573111"
河南·洛阳·孟津县,汉光武帝原陵,1872193960,文化古迹,3A景区,热度 0.,"112.601294,34.848179"
澳门·澳门·澳门半岛,康公庙,4072557759,文化古迹,,热度 0.,"113.54390344169,22.202989174473"
江苏·扬州·广陵区,文昌阁,1295557771,文化古迹,,热度 0.,"119.440129,32.400373"
浙江·温州·瑞安市,许真君殿,405950271,文化古迹,,热度 0.,"120.66197,27.784114"
福建·泉州·南安市,郑成功陵墓,4225171186,文化古迹,,热度 0.,"118.403454,24.725158"
山西·晋城·陵川县,晋城陵川崇安寺,3522798142,文化古迹,,热度 0.,"113.28406829811,35.783347967577"
浙江·温州·苍南县,炎亭,1129783274,文化古迹,,热度 0.,"120.661727,27.451621"
山西·长治·平顺县,大云院,865920724,文化古迹,,热度 0.,"113.451244,36.362709"
湖北·恩施·鹤峰县,恩施满山红烈士陵园,4022480113,文化古迹,,热度 0.,"110.063701,29.887772"
山东·临沂·沂南县,北寨汉画像石墓,1627968041,文化古迹,,热度 0.,"118.43942037569,35.553444390425"
浙江·湖州·安吉县,云鸿塔,164776989,文化古迹,,热度 0.,"119.55773168944,30.598670011029"
江西·景德镇·乐平市,洪岩仙境风景区,4055844551,文化古迹,4A景区,热度 0.,"117.483553,29.046449"
四川·宜宾·宜宾县,旧州塔,1412284048,文化古迹,,热度 0.,"104.600423,28.795662"
江西·南昌·南昌县,起义总指挥部旧址,1949017399,文化古迹,,热度 0.,"115.89573997046,28.680557858322"
福建·厦门·海沧区,青礁慈济宫,2542259078,文化古迹,,热度 0.,"117.980193,24.49115"
辽宁·锦州·北镇市,崇兴寺,3562878429,文化古迹,,热度 0.,"121.806489,41.612588"
内蒙古·赤峰·喀喇沁旗,灵悦寺,720821201,文化古迹,,热度 0.,"118.7063542229,41.933466680373"
浙江·温州·瑞安市,陈傅良墓,2767692092,文化古迹,,热度 0.,"120.65618624167,27.850411403951"
西藏·山南·扎囊县,扎塘寺,1882437689,文化古迹,,热度 0.,"91.340031,29.24664"
贵州·黔东南·施秉县,观音阁,193432505,文化古迹,,热度 0.,"108.350481,27.333011"
浙江·湖州·吴兴区,郎部公墓,3822711055,文化古迹,,热度 0.,"119.98011987462,30.877505745548"
江苏·苏州·吴中区,苏州古城遗址群,2830068584,文化古迹,,热度 0.,"120.89310407694,31.336714690533"
山西·运城·芮城县,洞宾故里,341271272,文化古迹,,热度 0.,"110.517923,34.622644"
北京·北京·东城区,前门箭楼,3495453505,文化古迹,,热度 0.,"116.404389,39.903366"
贵州·黔东南·榕江县,苗王庙,2730547318,文化古迹,,热度 0.,"107.98756859512,26.573014891352"
甘肃·甘南·夏河县,德尔隆寺,3206440008,文化古迹,,热度 0.,"102.799041,35.225901"
云南·迪庆·香格里拉县,归化寺,3035669471,文化古迹,,热度 0.,"99.705184,27.822368"
湖北·宜昌·当阳市,关陵,975624828,文化古迹,,热度 0.,"111.780725,30.846786"
天津·天津·西青区,千尊玉佛寺,3161522499,文化古迹,,热度 0.,"116.95897546688,39.096749211891"
福建·泉州·德化县,屈斗宫古瓷窑址,3906236237,文化古迹,,热度 0.,"118.247641,25.497449"
云南·红河·弥勒县,弥勒县临时人民政府旧址,3912078428,文化古迹,,热度 0.,"103.30754,24.367384"
江苏·南京·鼓楼区,北极阁,1574911974,文化古迹,,热度 0.,"118.799091,32.066106"
内蒙古·赤峰·喀喇沁旗,灵悦寺,720821201,文化古迹,,热度 0.,"118.7063542229,41.933466680373"
浙江·温州·瑞安市,陈傅良墓,2767692092,文化古迹,,热度 0.,"120.65618624167,27.850411403951"
西藏·山南·扎囊县,扎塘寺,1882437689,文化古迹,,热度 0.,"91.340031,29.24664"
贵州·黔东南·施秉县,观音阁,193432505,文化古迹,,热度 0.,"108.350481,27.333011"
浙江·湖州·吴兴区,郎部公墓,3822711055,文化古迹,,热度 0.,"119.98011987462,30.877505745548"
江苏·苏州·吴中区,苏州古城遗址群,2830068584,文化古迹,,热度 0.,"120.89310407694,31.336714690533"
山西·运城·芮城县,洞宾故里,341271272,文化古迹,,热度 0.,"110.517923,34.622644"
北京·北京·东城区,前门箭楼,3495453505,文化古迹,,热度 0.,"116.404389,39.903366"
湖南·益阳·桃江县,吟竹亭,2949719890,文化古迹,,热度 0.,"112.135086,28.501754"
云南·昆明·西山区,将军府,1959402739,文化古迹,,热度 0.,"102.670887,25.043748"
